small_tuple,small_tuple_fre,link_to_larger_num,link_to_larger_fre_mean,link_to_larger_fre_var,small_tuple_fre_2
2_3510,0.09315323707498836,14,0.07933633877762179,0.0004224977413998287,0.008677525577548986
3_6131,0.3000517330574235,12,0.18731279418057334,0.005766875324654868,0.09003104251076333
2_4102,0.4615742897065673,40,0.11035954474909464,0.007020566466273556,0.2130508249181221
2_3058,0.06613879832324174,7,0.06533146108935035,0.00011291840210072742,0.004374340643642444
3_4938,0.1112260734609416,2,0.14313222079589227,4.984831281999313e-05,0.012371239417538777
4_2864,0.3915275994865213,1,0.3194029850746269,0.0,0.15329386115967786
3_4272,0.09105018106570097,1,0.1578947368421053,0.0,0.008290135472096932
2_2916,0.06148113646949231,4,0.07009829280910508,5.011389033929989e-05,0.0037799301415803377
2_3331,0.08011178388448999,3,0.0596654595619935,7.535297322046474e-05,0.00641789791715523
3_4287,0.09105018106570097,2,0.1546854942233633,0.00021793188001469735,0.008290135472096932
3_5133,0.11950336264873228,1,0.13992297817715027,0.0,0.01428105368435442
3_5902,0.19348163476461488,8,0.16736200256739414,0.002595794244291332,0.03743514299118783
4_2422,0.22978177150192505,1,0.34029850746268675,0.0,0.052799662514562896
2_3525,0.09478341872380064,2,0.07371960682876355,5.4195261915667135e-06,0.008983896464971322
2_3670,0.11085235211923616,6,0.06242455595792374,4.609199230138822e-05,0.012288243970367123
3_3865,0.08329022245214701,1,0.1681643132220798,0.0,0.006937261156128134
2_3970,0.20214252445272474,3,0.06449387825487148,0.00013298283198180772,0.040861600192120415
3_3582,0.07863424728401447,1,0.13992297817715027,0.0,0.006183344845923537
2_3461,0.08896134140661388,12,0.07108984307639245,0.00014306917239389428,0.007914120264864113
2_2603,0.05216581276199348,1,0.0553543714433522,0.0,0.0027212720211193617
3_1991,0.06259699948266939,1,0.13222079589216928,0.0,0.003918384344233312
3_5690,0.15882048629074008,1,0.2002567394094994,0.0,0.025223946865627157
3_5991,0.21934816347646136,13,0.1943319838056681,0.0052310086703838115,0.04811361682049641
2_3280,0.07708430367955288,6,0.0757027073633385,0.00024966991442739193,0.005941989873761529
2_3306,0.07848160223567767,3,0.06846007932402133,0.00011781707967619094,0.006159361889479126
3_4619,0.09984480082772884,1,0.15404364569961482,0.0,0.009968984252328842
2_2765,0.056124825337680484,1,0.07604759441282982,0.0,0.0031499960191851413
2_2009,0.04098742431299488,5,0.06445938954992228,3.69972988010944e-05,0.001679968951813484
2_3555,0.09804378202142523,13,0.07099367264913045,0.00023963894555120225,0.009612583193064746
2_2503,0.05006986492780624,2,0.06337299534402474,6.690773076003543e-08,0.002506991373888761
2_4071,0.3425710293432697,25,0.09272633212622863,0.0020279418459414745,0.11735491014530736
3_5006,0.11329539575788927,2,0.1521181001283698,0.0004486348153799764,0.012835846699936754
2_3685,0.11248253376804844,7,0.0736087502771414,0.0003279407322691187,0.012652320402880158
3_4358,0.0926021727884121,1,0.13607188703466022,0.0,0.00857516240513493
4_2927,0.478818998716303,1,0.3253731343283581,0.0,0.22926763353168297
3_4019,0.08587687532333166,1,0.13478818998716324,0.0,0.0073748377152990496
2_3536,0.09641360037261294,4,0.06440765649249862,8.102526195045742e-05,0.00929558233680991
3_4516,0.09674081738230722,1,0.1720154043645703,0.0,0.009358785747796914
3_6217,0.4583548887739266,18,0.2567394094993582,0.014104005643799404,0.21008920406295864
3_4500,0.09622348680807047,1,0.1412066752246468,0.0,0.009258959413502911
3_3385,0.07604759441282982,2,0.13928112965340178,3.707725746941327e-06,0.0057832366159782655
3_3113,0.0729436109674082,2,0.14634146341463405,1.6478781097518909e-06,0.005320770380964594
2_2039,0.04145319049836982,1,0.0538023797206415,0.0,0.0017183670024941379
3_5905,0.19399896533885164,1,0.1989730423620024,0.0,0.03763559855254496
3_6073,0.256595964821521,6,0.2098844672657255,0.0021283719019205053,0.06584148916268726
2_3691,0.11318118304611086,8,0.08180289705121578,0.0007381553578774077,0.012809980195717252
3_6238,0.6032074495602691,23,0.29491544343361065,0.04070949856162516,0.3638592272050045
3_6251,1.0,30,0.32439024390243903,0.0541668685317351,1.0
2_3022,0.06497438285980438,3,0.07001207104673217,0.00011068025506178523,0.004221670428012441
3_6224,0.4837040869115363,9,0.2633005277421196,0.012798682739133916,0.2339696436949231
4_2754,0.30808729139922963,1,0.4477611940298507,0.0,0.09491777912171384
2_1810,0.038192827200745225,2,0.0556130367304708,3.278478807243972e-06,0.0014586920495859843
2_4086,0.37238006520726596,56,0.11337853817160592,0.00594548572953412,0.13866691296376765
2_2440,0.048439683278993936,2,0.053026383859286035,6.021695768408034e-07,0.0023464029161692447
2_3183,0.07172799254774104,5,0.06797723745473352,5.3590416029594564e-05,0.005144904914928794
4_2904,0.43774069319640585,4,0.40820895522388057,0.01234740476720875,0.19161691448006993
3_5250,0.12467666839110204,1,0.16688061617458327,0.0,0.015544271641104824
3_5375,0.13191929643041905,2,0.13928112965340178,3.707725746941327e-06,0.017402700770696774
2_2911,0.06124825337680485,8,0.06473098810139674,5.328782581723189e-05,0.003751348541709286
3_3588,0.07863424728401447,1,0.13992297817715027,0.0,0.006183344845923537
3_3449,0.07708225556130377,1,0.13222079589216928,0.0,0.005941674122418146
2_2028,0.041220307405682347,1,0.05794102431453708,0.0,0.0016991137426189509
2_3130,0.06939916162086633,1,0.07604759441282982,0.0,0.004816243633679126
2_3080,0.06707033069399161,2,0.06285566476978799,1.6726932690019356e-06,0.0044984292594013936
3_3859,0.08277289187791004,1,0.16559691912708585,0.0,0.006851351629832186
2_1455,0.03423381462505822,1,0.05328504914640431,0.0,0.00117195406378285
3_5792,0.17278841179513682,2,0.13350449293966626,1.647878109752461e-06,0.02985583525068578
2_3845,0.1422915696320447,7,0.06533146108935038,0.00021446522090002307,0.020246890788351027
2_3794,0.1304145319049837,2,0.0708742886704603,0.0003093813470346136,0.017007950131996012
2_4075,0.3518863530507685,25,0.11273667873771336,0.003639521914824317,0.12382400546337008
4_2342,0.22207958921694493,1,0.3462686567164184,0.0,0.049319343946767
2_3530,0.09571495109455054,7,0.08085137831645849,0.00031845895099569287,0.009161351863032201
3_5870,0.1877909984480084,5,0.1535301668806162,0.0005672655605010177,0.03526545909809989
2_3422,0.0863996273870517,2,0.06621831350232799,0.0001415767582883277,0.007464895612621375
4_2532,0.2477535301668805,1,0.3134328358208962,0.0,0.06138181171015137
2_3786,0.12808570097810898,7,0.08853743256226444,0.0004387945529635344,0.01640594679505355
3_4361,0.09311950336264864,2,0.15404364569961504,0.0004218567960965109,0.008671241906506331
2_2814,0.05798789007918025,2,0.06595964821520961,1.933633418966284e-05,0.0033625953958350916
2_2695,0.05426176059618072,2,0.077858251422659,8.196197018109731e-05,0.002944338662997231
3_3542,0.0781169167097775,1,0.13478818998716324,0.0,0.006102252676242315
2_2879,0.06008383791336749,1,0.06983962752198658,0.0,0.003610067578399816
3_2709,0.06880496637351262,1,0.12965340179717622,0.0,0.004734123397660202
3_5567,0.1458872219348164,2,0.20218228498074464,0.00030032578550230084,0.021283081523858376
4_2601,0.258023106546855,1,0.3552238805970149,0.0,0.06657592351208969
5_548,0.9343283582089548,1,0.7363184079601988,0.0,0.8729694809534408
2_4099,0.4531904983698184,44,0.14500540845600338,0.012340894688052368,0.20538162781268438
3_5148,0.12002069322296972,1,0.1899871630295249,0.0,0.014404966801722211
2_3186,0.07219375873311598,3,0.07190894981893425,9.4919767371634e-05,0.00521193880001536
3_5875,0.18830832902224515,5,0.16456996148908853,0.000799814119349215,0.03546002677915013
4_1839,0.18100128369704785,1,0.2985074626865667,0.0,0.0327614646999792
2_1996,0.0407545412203074,1,0.0693222969477496,0.0,0.0016609326300777352
2_3486,0.0912901723334886,9,0.06512617117893894,0.00012753769912785725,0.008333895564678048
3_5154,0.12053802379720645,2,0.17329910141206728,4.119695274380012e-05,0.014529415180935907
2_3667,0.11061946902654868,2,0.08639420589756841,2.4086783073625243e-06,0.012236666927715563
3_5866,0.18675633729953445,5,0.16893453145057774,0.0013608836581575651,0.03487792952153748
2_3687,0.11248253376804844,11,0.07186191976673095,0.00025130322490905116,0.012652320402880158
2_4064,0.3111318118304611,13,0.0903338771936806,0.0019648860595947158,0.09680300433290547
3_6080,0.2586652871184687,9,0.2110968478105834,0.004189313038473407,0.06690773076007984
3_5936,0.20382824624935325,4,0.16688061617458286,0.0005635743135351673,0.04154595396908699
4_2737,0.30166880616174563,2,0.4626865671641793,3.5642682111826666e-05,0.09100406861105285
3_5703,0.16088980858768753,4,0.2025032092426188,0.0017231655408912608,0.025885530507382733
3_5836,0.18106570098292807,1,0.13478818998716324,0.0,0.03278478807243912
3_5100,0.1179513709260218,1,0.20282413350449333,0.0,0.01391252590332798
3_6128,0.2953957578892912,7,0.2338162479369155,0.006564877347927836,0.08725865377898873
3_6210,0.4392136575271601,14,0.27361085640931604,0.027001861665071892,0.19290863695838545
4_2820,0.34788189987162976,4,0.4738805970149256,0.016954221430162616,0.12102181625829464
2_2678,0.054028877503493236,2,0.08846352819451643,1.0705236921616579e-06,0.0029191196042874777
2_3860,0.1481136469492315,21,0.09287315547015494,0.001442648408518549,0.02193765241260159
2_3372,0.08267349790405218,2,0.08070356958096225,0.00032784788072439335,0.00683490725569132
2_3890,0.15975780158360506,18,0.07872046904638735,0.001407924509999752,0.025522555166826524
2_2788,0.057056357708430365,4,0.06673564407656496,0.00013127296775127716,0.003255427954952361
5_540,0.8208955223880601,1,0.5223880597014938,0.0,0.6738694586767661
2_2366,0.04680950163018165,3,0.07001207104673224,0.00014422333074950566,0.0021911294428659787
2_3273,0.0768514205868654,5,0.07149508535954477,6.791402303071129e-05,0.005906140846219278
5_443,0.4686567164179105,1,0.4975124378109452,0.0,0.21963911784361778
3_3490,0.0775995861355403,1,0.14377406931964076,0.0,0.006021695768407138
3_5655,0.15519917227108124,5,0.16123234916559692,0.0015263306203766602,0.024086783073628753
2_3318,0.07941313460642757,6,0.08130712191757195,0.0005369940128880909,0.006306445948018585
3_5583,0.1474392136575271,1,0.14249037227214378,0.0,0.021738321723949926
4_2878,0.4056482670089858,1,0.3970149253731341,0.0,0.16455051652739344
4_2474,0.23748395378690645,1,0.31044776119402995,0.0,0.05639862830626152
3_4760,0.10450077599586136,1,0.12836970474967924,0.0,0.010920412183737193
3_4119,0.08742886704604236,2,0.14698331193838274,0.00011905919342957651,0.007643806792954551
4_2593,0.258023106546855,1,0.3552238805970149,0.0,0.06657592351208969
3_2868,0.07035695809622355,1,0.1412066752246468,0.0,0.004950101552553757
3_5725,0.16399379203310915,2,0.17843388960205409,0.0008717275200587755,0.026893963825398656
2_3061,0.06637168141592921,2,0.06337299534402474,8.095835421970151e-06,0.004405200093977603
2_3754,0.12366092221704705,10,0.0897568546301087,0.000577989122944029,0.015292023683570561
3_4214,0.08949818934299048,1,0.13222079589216928,0.0,0.008009925895673774
4_1543,0.1681643132220798,1,0.3164179104477616,0.0,0.028279236241453766
4_2685,0.2798459563543005,2,0.38955223880596995,0.00010915571396747716,0.07831375928785306
4_2702,0.28754813863928064,1,0.3432835820895517,0.0,0.08268393203491496
2_3429,0.08686539357242665,3,0.09139506811519227,0.0003883027325622775,0.007545596600492581
4_2973,0.6842105263157894,6,0.4676616915422887,0.030630924977104537,0.4681440443213295
2_2261,0.04471355379599441,3,0.06328677358165202,2.0399423689517717e-05,0.001999301893067286
3_4651,0.1008794619762028,1,0.15661103979460833,0.0,0.010176665848608147
4_1858,0.1822849807445444,1,0.3313432835820897,0.0,0.033227814205038925
2_4104,0.4657661853749418,40,0.12356440765649247,0.0043138163928757725,0.21693813943872464
3_4621,0.09984480082772884,2,0.1707317073170731,2.6366049756032527e-05,0.009968984252328842
2_3529,0.0952491849091756,1,0.061045007759958685,0.0,0.009072407225862325
3_5884,0.18986032074495607,8,0.16046213093709905,0.0010002620126194476,0.03604694139337759
4_2282,0.21566110397946087,1,0.3223880597014928,0.0,0.04650971176963983
4_2817,0.3465982028241337,1,0.3611940298507457,0.0,0.12013031420091934
2_3504,0.09292035398230088,5,0.05876875323331605,4.288517910798149e-05,0.008634192184196098
3_5844,0.18261769270563888,1,0.18100128369704785,0.0,0.03334922168913115
2_3658,0.10992081974848626,11,0.07632977472604995,0.0004440417260142865,0.012082586614179207
4_2707,0.2888318356867785,1,0.3462686567164184,0.0,0.08342382930619421
4_2884,0.4159178433889603,1,0.3522388059701491,0.0,0.1729876524493237
3_4919,0.11019141231246764,2,0.13928112965340178,3.707725746941327e-06,0.012142147347416244
2_3185,0.07219375873311598,1,0.06207966890843241,0.0,0.00521193880001536
2_3962,0.1967862133209129,22,0.1020081832290834,0.002471976338400627,0.03872481375318384
2_2701,0.05449464368886819,5,0.06818416968442831,9.842394825730809e-05,0.0029696661907767014
2_2883,0.06008383791336749,4,0.06013967925504383,1.7847637180251762e-05,0.003610067578399816
2_489,0.02608290638099674,1,0.05225038799793058,0.0,0.0006803180052798404
3_5032,0.11433005690636322,1,0.16944801026957634,0.0,0.013071361912212252
3_5911,0.19503362648732536,2,0.14634146341463428,0.0,0.03803811546079754
4_2880,0.4082156611039798,5,0.4489552238805967,0.01513602138560934,0.16664002597055927
2_3981,0.20982766651141127,22,0.100056436062644,0.001572031417508133,0.04402764963362402
2_3299,0.07824871914299023,3,0.07863424728401447,0.00032882919410887165,0.006122862047518565
3_4598,0.09881013967925513,1,0.13478818998716324,0.0,0.009763443703433908
3_5825,0.1784790481117433,3,0.19127086007702174,0.003780232383770996,0.03185477061487398
3_6250,0.7961717537506463,30,0.2627727856225931,0.026503828844788,0.6338894614703798
2_3032,0.06544014904517932,3,0.06449387825487134,0.00013780018859653627,0.0042824131070552844
2_3378,0.08290638099673964,4,0.06983962752198652,0.00015897276828594995,0.0068734680099765515
3_5860,0.1857216761510605,1,0.12836970474967924,0.0,0.03449254099235939
2_3769,0.12622263623660926,5,0.07263321262286593,0.00022926335391326163,0.015932153898519385
3_5964,0.2131401965856179,1,0.1964056482670089,0.0,0.04542874340055584
2_2856,0.05961807172799255,2,0.06182100362131392,1.1307406498453591e-05,0.0035543144765640645
3_4955,0.1112260734609416,1,0.14377406931964076,0.0,0.012371239417538777
3_5248,0.12467666839110204,4,0.16784338896020545,0.000804473494704544,0.015544271641104824
2_2807,0.05775500698649276,3,0.0643214347301259,1.540364645943179e-05,0.0033356408320098273
2_3180,0.07149510945505358,4,0.05457837558199674,1.1976483806054155e-05,0.0051115506759900915
5_351,0.3940298507462687,1,0.5223880597014938,0.0,0.15525952327912676
2_2660,0.053330228225430834,2,0.07785825142265923,0.00021738321723950384,0.0028441132425765397
4_1951,0.18741976893453136,1,0.3194029850746269,0.0,0.03512616978747313
2_3950,0.1897997205402888,13,0.09144812766126788,0.0016570534879608925,0.03602393391717172
2_3444,0.08756404285048905,4,0.09092084842214176,0.0008834998577541666,0.007667461600322283
2_2511,0.05006986492780624,1,0.08173823072943609,0.0,0.002506991373888761
2_3462,0.08896134140661388,5,0.06290739782721158,0.00012188982758948247,0.007914120264864113
2_3064,0.06637168141592921,1,0.05949301603724778,0.0,0.004405200093977603
2_3708,0.11620866325104798,1,0.0775995861355403,0.0,0.013504453414595469
2_1952,0.040055891942244994,1,0.06466632177961706,0.0,0.0016044744792888075
3_5266,0.12571132953957576,2,0.1489088575096278,0.00023729444780428598,0.015803338374607814
2_3752,0.12342803912435955,3,0.11433005690636315,0.0006981598679045107,0.015234480842084433
2_2607,0.05216581276199348,1,0.08329022245214701,0.0,0.0027212720211193617
2_2927,0.06171401956217978,5,0.06445938954992232,0.0001457625059246773,0.0038086202105211083
3_6148,0.32591826176927063,7,0.2092426187419769,0.003982215157794923,0.10622271335470282
2_3355,0.0815090824406148,2,0.0801862390067255,2.676309230403226e-05,0.006643730520310941
2_3948,0.1891010712622264,12,0.0970857044317986,0.0027616091529299946,0.035759215152521624
2_3602,0.10363297624592456,7,0.0745695070578672,0.00027569262186496324,0.010739793765588364
2_2989,0.06380996739636703,2,0.0659596482152095,1.505423942101839e-05,0.004071711939125424
3_4863,0.10812209001551998,2,0.18100128369704785,0.0004762367737183249,0.011690386349324206
2_2130,0.042850489054494637,1,0.05690636316606312,0.0,0.0018361644122093647
2_3723,0.11807172799254775,7,0.08358583992313948,0.0005937473955483026,0.013940932951146184
3_6223,0.47904811174340395,2,0.1354300385109113,1.029923818595003e-05,0.22948709336492085
2_4052,0.2855146716348393,30,0.08508363510950168,0.0014413483412428676,0.0815186277187501
3_6042,0.23952405587170225,10,0.21424903722721428,0.0022435695676462104,0.057371773341230344
3_5317,0.1282979824107604,3,0.15190415062045362,0.00029039274245185227,0.016460372290671786
4_2906,0.4403080872913998,4,0.3805970149253732,0.0012675428826019054,0.19387121173421096
3_4846,0.107604759441283,2,0.15596919127086029,0.0006266056512331961,0.011578784254416384
3_5166,0.12105535437144345,2,0.15789473684210553,0.0001993932512799913,0.014654398821995753
2_3822,0.136003726129483,8,0.09609415416451113,0.0014469967662155575,0.018497013521103417
2_3198,0.07242664182580345,2,0.06854630108639415,0.00010176665848608234,0.005245618446163222
3_5334,0.1298499741334711,4,0.1822849807445444,0.0006731582078336769,0.016861015782463115
2_3254,0.07568700512342802,3,0.06070012071046715,7.035719599037914e-05,0.005728522744553819
2_3307,0.07848160223567767,7,0.06488803488286153,8.868961078221905e-05,0.006159361889479126
2_3509,0.09315323707498836,6,0.07363338506639068,0.0009296308795651633,0.008677525577548986
2_3238,0.07452258965999069,3,0.0707018451457148,0.00015778329751688083,0.005553616369631351
3_5490,0.1401965856182099,2,0.17008985879332486,0.00021793188001469735,0.019655082619004064
2_3819,0.13553795994410806,1,0.06207966890843241,0.0,0.01837053858581064
2_3480,0.09082440614811364,1,0.0708742886704603,0.0,0.008249072752157503
4_2253,0.2130937098844674,1,0.3462686567164184,0.0,0.045408929192325566
3_6065,0.2498706673564408,8,0.17201540436456994,0.0019939325127998797,0.0624353504051531
2_3458,0.08872845831392641,4,0.07061562338334199,0.0003758207236793658,0.007872739314766177
4_2651,0.26829268292682906,2,0.32388059701492544,2.2276676319887728e-06,0.07198096371207603
2_2981,0.06357708430367956,4,0.060269011898603224,5.1184414031460134e-05,0.004042045648557178
2_3680,0.11178388448998602,12,0.0846266597689257,0.0005620453824135135,0.012495636831670537
2_4111,0.4953423381462506,44,0.11572920095941305,0.0075447174113726844,0.2453640319601945
2_3115,0.06870051234280393,3,0.10105190550094843,2.200520922775748e-06,0.004719760396163755
3_5078,0.11691670977754808,3,0.15489944373127948,0.000836389689483008,0.013669517025207406
2_2514,0.05030274802049371,1,0.05483704086911545,0.0,0.002530366458413284
3_5657,0.15571650284531824,2,0.21116816431322194,0.0005639862830626116,0.024247629258376004
3_4237,0.09001551991722699,1,0.1591784338896023,0.0,0.00810279382596869
5_495,0.5820895522388061,1,0.6417910447761193,0.0,0.3388282468255738
4_1961,0.1887034659820284,1,0.3253731343283581,0.0,0.03560899807363055
2_2994,0.06404285048905449,2,0.07216761510605274,4.877573572409887e-05,0.004101486698763387
2_4063,0.30763856544014906,9,0.11536471805483707,0.0021030437932508333,0.09464148694607287
3_5320,0.12881531298499738,2,0.13928112965340178,3.707725746941327e-06,0.016593384859422834
4_2865,0.3940949935815152,2,0.4298507462686565,0.004312764535531267,0.15531086396601448
2_3106,0.06823474615742897,2,0.07656492498706667,0.000291450075190907,0.004655980583168768
2_2687,0.054028877503493236,1,0.0574236937403001,0.0,0.0029191196042874777
2_4101,0.4541220307405682,35,0.10337742960608973,0.004588317852313623,0.2062268188039376
3_5709,0.1619244697361617,4,0.16623876765083445,0.0028949098693067717,0.026219533899337146
3_5854,0.18468701500258647,8,0.17923620025673948,0.001034017765773903,0.0341092935105656
2_3070,0.06683744760130414,1,0.0574236937403001,0.0,0.004467244401857077
2_2127,0.042850489054494637,1,0.05276771857216756,0.0,0.0018361644122093647
3_5908,0.1945162959130884,7,0.21034293049697408,0.003570447411349968,0.037836589375748166
2_3156,0.07056357708430368,2,0.06337299534402496,0.00013548815478916268,0.004979218410932467
3_5889,0.1914123124676668,10,0.1958921694480104,0.0038534640869684242,0.03663867336421971
2_2367,0.04680950163018165,1,0.08380755302638376,0.0,0.0021911294428659787
2_1974,0.04052165812761994,1,0.05225038799793058,0.0,0.001642004777411707
2_3925,0.17675826734979042,10,0.10336264873254006,0.0017914036412257587,0.031243485076499985
3_3777,0.08173823072943609,1,0.1476251604621308,0.0,0.00668113836277853
2_3969,0.2016767582673498,22,0.1050181065700983,0.0026172357866630245,0.04067351482522704
4_2540,0.24903722721437704,1,0.4298507462686567,0.0,0.06201954053862526
4_2157,0.2041078305519904,1,0.31044776119402995,0.0,0.04166000649264002
2_3524,0.09455053563111318,1,0.06621831350232799,0.0,0.008939803788130403
3_5271,0.12571132953957576,1,0.13478818998716324,0.0,0.015803338374607814
4_2843,0.3684210526315788,1,0.3164179104477616,0.0,0.13573407202216056
3_5403,0.1339886187273669,5,0.13684210526315796,4.3240321599891336e-05,0.017952949948467693
4_2224,0.2092426187419769,1,0.30746268656716325,0.0,0.043782473498000296
2_3131,0.06963204471355379,3,0.061045007759958615,9.491976737163194e-05,0.0048486216509903545
4_1788,0.1797175866495513,1,0.30746268656716325,0.0,0.03229841095113897
3_5460,0.13812726332126224,2,0.14955070603337606,4.9848312819996274e-05,0.019079140872621317
3_5776,0.17071908949818934,2,0.1713735558408216,0.0006266056512331843,0.02914500751909078
2_3947,0.18863530507685144,11,0.09283732304942856,0.0022633480806745483,0.03558327832143682
2_3539,0.0966464834653004,7,0.07153942798019365,0.0001579568631495099,0.009340542766208583
2_3591,0.10200279459711226,9,0.07817439788469274,0.0003390256018681652,0.010404570105620674
3_4871,0.10863942058975716,2,0.1713735558408216,0.0002574809546487432,0.011802523706078151
3_6059,0.2467666839110192,8,0.2203145057766368,0.003626953971468642,0.060893796288440855
3_2535,0.06725297465080192,2,0.13029525032092448,4.1196952743783025e-07,0.004522962599381406
3_4880,0.1091567511639937,2,0.14698331193838254,4.9848312819996274e-05,0.01191519632467804
2_3500,0.09245458779692596,2,0.10346611484738752,0.00029145007519090717,0.00854785080469949
2_4014,0.23963670237540755,20,0.09795654423176416,0.0022082568689483642,0.05742574912535966
3_6159,0.3378168649767199,3,0.17843388960205386,0.0022455085708886673,0.11412023426269942
4_2833,0.3581514762516047,2,0.35074626865671665,0.0001804410781911272,0.12827247994120378
4_2803,0.3363286264441592,1,0.4477611940298507,0.0,0.11311694496581476
