degree,attractive,attractive_existing,attractive_new
0.38461538461538464,0.0,0.0,0.0
0.375,0.0,0.0,0.0
0.375,0.35555555555555557,0.3333333333333333,0.3888888888888889
0.375,0.0,0.0,0.0
0.375,0.4,0.3888888888888889,0.3888888888888889
0.375,0.0,0.0,0.0
0.375,0.0,0.0,0.0
0.375,0.24444444444444444,0.16666666666666666,0.3333333333333333
0.375,0.06666666666666667,0.0,0.0
0.375,0.0,0.0,0.0
0.375,0.0,0.0,0.0
0.375,0.0,0.0,0.0
0.375,0.0,0.0,0.0
0.36538461538461536,0.06666666666666667,0.1111111111111111,0.05555555555555555
0.34615384615384615,0.06666666666666667,0.1111111111111111,0.05555555555555555
0.33653846153846156,0.6,0.7777777777777778,0.5555555555555556
0.3173076923076923,0.0,0.0,0.0
0.3076923076923077,0.24444444444444444,0.2222222222222222,0.2222222222222222
0.2980769230769231,0.4,0.3333333333333333,0.5
0.28846153846153844,0.0,0.0,0.0
0.28846153846153844,0.28888888888888886,0.1111111111111111,0.05555555555555555
0.27884615384615385,0.022222222222222223,0.0,0.0
0.27884615384615385,0.15555555555555556,0.2222222222222222,0.1111111111111111
0.25961538461538464,0.2,0.2222222222222222,0.16666666666666666
0.25961538461538464,0.8444444444444444,0.6666666666666666,1.0
0.25961538461538464,0.28888888888888886,0.3333333333333333,0.16666666666666666
0.25,1.0,0.8333333333333334,1.0
0.2403846153846154,0.0,0.0,0.0
0.2403846153846154,0.8666666666666667,0.7777777777777778,0.8333333333333334
0.22115384615384615,0.13333333333333333,0.0,0.2777777777777778
0.22115384615384615,0.2,0.16666666666666666,0.2222222222222222
0.22115384615384615,0.3111111111111111,0.05555555555555555,0.5
0.22115384615384615,0.06666666666666667,0.05555555555555555,0.05555555555555555
0.22115384615384615,0.0,0.0,0.0
0.21153846153846154,0.0,0.0,0.0
0.20192307692307693,0.0,0.0,0.0
0.20192307692307693,0.17777777777777778,0.16666666666666666,0.1111111111111111
0.20192307692307693,0.0,0.0,0.0
0.19230769230769232,0.0,0.0,0.0
0.19230769230769232,0.0,0.0,0.0
0.19230769230769232,0.13333333333333333,0.1111111111111111,0.05555555555555555
0.19230769230769232,0.0,0.0,0.0
0.19230769230769232,0.06666666666666667,0.1111111111111111,0.05555555555555555
0.19230769230769232,0.2,0.2222222222222222,0.16666666666666666
0.19230769230769232,0.28888888888888886,0.3333333333333333,0.2222222222222222
0.19230769230769232,0.0,0.0,0.0
0.19230769230769232,0.0,0.0,0.0
0.18269230769230768,0.1111111111111111,0.1111111111111111,0.05555555555555555
0.17307692307692307,0.24444444444444444,0.05555555555555555,0.1111111111111111
0.17307692307692307,0.2,0.1111111111111111,0.0
0.16346153846153846,0.0,0.0,0.0
0.16346153846153846,0.0,0.0,0.0
0.16346153846153846,0.17777777777777778,0.0,0.2222222222222222
0.16346153846153846,0.0,0.0,0.0
0.14423076923076922,0.7555555555555555,0.4444444444444444,0.7777777777777778
0.14423076923076922,0.2222222222222222,0.05555555555555555,0.2777777777777778
0.14423076923076922,0.044444444444444446,0.05555555555555555,0.0
0.14423076923076922,0.0,0.0,0.0
0.14423076923076922,0.0,0.0,0.0
0.14423076923076922,0.0,0.0,0.0
0.1346153846153846,0.15555555555555556,0.05555555555555555,0.1111111111111111
0.1346153846153846,0.1111111111111111,0.05555555555555555,0.05555555555555555
0.1346153846153846,0.6444444444444445,0.5,0.2777777777777778
0.1346153846153846,0.26666666666666666,0.2222222222222222,0.2222222222222222
0.125,0.0,0.0,0.0
0.125,0.0,0.0,0.0
0.125,0.022222222222222223,0.0,0.0
0.125,0.08888888888888889,0.0,0.0
0.125,0.0,0.0,0.0
0.125,0.0,0.0,0.0
0.125,0.022222222222222223,0.0,0.05555555555555555
0.125,0.0,0.0,0.0
0.125,0.0,0.0,0.0
0.125,1.0,0.5555555555555556,0.6666666666666666
0.125,0.0,0.0,0.0
0.125,0.13333333333333333,0.0,0.0
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.4666666666666667,0.2222222222222222,0.2222222222222222
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.08888888888888889,0.05555555555555555,0.05555555555555555
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.0,0.0,0.0
0.11538461538461539,0.17777777777777778,0.1111111111111111,0.1111111111111111
0.11538461538461539,0.0,0.0,0.0
0.10576923076923077,0.08888888888888889,0.1111111111111111,0.1111111111111111
0.10576923076923077,0.0,0.0,0.0
0.10576923076923077,0.0,0.0,0.0
0.10576923076923077,0.0,0.0,0.0
0.10576923076923077,0.044444444444444446,0.0,0.05555555555555555
0.09615384615384616,0.0,0.0,0.0
0.09615384615384616,0.0,0.0,0.0
0.09615384615384616,0.0,0.0,0.0
0.09615384615384616,0.0,0.0,0.0
0.09615384615384616,0.0,0.0,0.0
0.09615384615384616,0.26666666666666666,0.1111111111111111,0.2777777777777778
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.37777777777777777,0.1111111111111111,0.2777777777777778
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.0,0.0,0.0
0.08653846153846154,0.2222222222222222,0.1111111111111111,0.16666666666666666
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.3111111111111111,0.05555555555555555,0.2777777777777778
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.17777777777777778,0.0,0.1111111111111111
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.06666666666666667,0.05555555555555555,0.05555555555555555
0.07692307692307693,0.044444444444444446,0.0,0.05555555555555555
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0
0.07692307692307693,0.4666666666666667,0.2222222222222222,0.4444444444444444
0.0673076923076923,0.0,0.0,0.0
0.0673076923076923,0.5111111111111111,0.1111111111111111,0.4444444444444444
0.0673076923076923,0.0,0.0,0.0
0.0673076923076923,0.0,0.0,0.0
0.0673076923076923,0.26666666666666666,0.05555555555555555,0.2222222222222222
0.0673076923076923,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.022222222222222223,0.05555555555555555,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.2,0.0,0.1111111111111111
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.08888888888888889,0.0,0.05555555555555555
0.057692307692307696,0.17777777777777778,0.1111111111111111,0.2222222222222222
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.057692307692307696,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.26666666666666666,0.05555555555555555,0.2777777777777778
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.24444444444444444,0.05555555555555555,0.16666666666666666
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.15555555555555556,0.0,0.1111111111111111
0.04807692307692308,0.0,0.0,0.0
0.04807692307692308,0.17777777777777778,0.0,0.05555555555555555
0.04807692307692308,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.06666666666666667,0.0,0.05555555555555555
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.26666666666666666,0.0,0.2777777777777778
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.06666666666666667,0.0,0.1111111111111111
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.24444444444444444,0.0,0.05555555555555555
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.044444444444444446,0.0,0.05555555555555555
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.0,0.0,0.0
0.028846153846153848,0.24444444444444444,0.0,0.2222222222222222
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.13333333333333333,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.5111111111111111,0.0,0.4444444444444444
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.022222222222222223,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.0,0.0,0.0
0.019230769230769232,0.08888888888888889,0.0,0.1111111111111111
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.06666666666666667,0.0,0.1111111111111111
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.06666666666666667,0.05555555555555555,0.0
0.009615384615384616,0.06666666666666667,0.0,0.05555555555555555
0.009615384615384616,0.3111111111111111,0.0,0.2777777777777778
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.009615384615384616,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.044444444444444446,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.044444444444444446,0.0,0.0
1.0,0.1746031746031746,0.16666666666666666,0.19047619047619047
0.9478260869565217,0.6349206349206349,0.7142857142857143,0.47619047619047616
0.9391304347826087,0.30158730158730157,0.2857142857142857,0.3333333333333333
0.9391304347826087,0.1111111111111111,0.09523809523809523,0.14285714285714285
0.9217391304347826,0.2222222222222222,0.19047619047619047,0.2857142857142857
0.9130434782608695,0.23809523809523808,0.2857142857142857,0.14285714285714285
0.8173913043478261,1.0,1.0,1.0
0.7913043478260869,0.4444444444444444,0.40476190476190477,0.5238095238095238
0.7652173913043478,0.8095238095238095,0.8571428571428571,0.7142857142857143
0.7652173913043478,0.0,0.0,0.0
0.7478260869565218,0.5873015873015873,0.6666666666666666,0.42857142857142855
0.7391304347826086,0.5396825396825397,0.5238095238095238,0.5238095238095238
0.7130434782608696,0.38095238095238093,0.40476190476190477,0.3333333333333333
0.6956521739130435,0.0,0.0,0.0
0.6869565217391305,0.3333333333333333,0.30952380952380953,0.38095238095238093
0.6695652173913044,0.5079365079365079,0.5,0.3333333333333333
0.6260869565217392,0.09523809523809523,0.047619047619047616,0.19047619047619047
0.6173913043478261,0.4126984126984127,0.5476190476190477,0.09523809523809523
0.591304347826087,0.8253968253968254,0.9761904761904762,0.47619047619047616
0.5739130434782609,0.3492063492063492,0.35714285714285715,0.23809523809523808
0.5739130434782609,0.7142857142857143,0.7619047619047619,0.5714285714285714
0.5652173913043478,0.12698412698412698,0.11904761904761904,0.09523809523809523
0.5652173913043478,0.4603174603174603,0.47619047619047616,0.3333333333333333
0.5565217391304348,0.3968253968253968,0.38095238095238093,0.3333333333333333
0.5391304347826087,0.06349206349206349,0.09523809523809523,0.0
0.5391304347826087,0.3968253968253968,0.40476190476190477,0.3333333333333333
0.5043478260869565,0.3492063492063492,0.3333333333333333,0.23809523809523808
0.4956521739130435,0.031746031746031744,0.023809523809523808,0.0
0.48695652173913045,0.20634920634920634,0.19047619047619047,0.14285714285714285
0.4782608695652174,0.07936507936507936,0.09523809523809523,0.0
0.4782608695652174,0.047619047619047616,0.047619047619047616,0.0
0.4782608695652174,0.23809523809523808,0.11904761904761904,0.2857142857142857
0.46956521739130436,0.031746031746031744,0.023809523809523808,0.047619047619047616
0.45217391304347826,0.0,0.0,0.0
0.45217391304347826,0.0,0.0,0.0
0.45217391304347826,0.09523809523809523,0.11904761904761904,0.047619047619047616
0.45217391304347826,0.0,0.0,0.0
0.43478260869565216,0.12698412698412698,0.07142857142857142,0.0
0.43478260869565216,0.0,0.0,0.0
0.43478260869565216,0.1111111111111111,0.09523809523809523,0.0
0.43478260869565216,0.6507936507936508,0.7142857142857143,0.23809523809523808
0.4260869565217391,0.3968253968253968,0.3333333333333333,0.2857142857142857
0.4260869565217391,0.1746031746031746,0.21428571428571427,0.047619047619047616
0.41739130434782606,0.25396825396825395,0.19047619047619047,0.09523809523809523
0.41739130434782606,0.2222222222222222,0.14285714285714285,0.2857142857142857
0.41739130434782606,0.14285714285714285,0.11904761904761904,0.047619047619047616
0.41739130434782606,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.3826086956521739,0.0,0.0,0.0
0.3826086956521739,0.0,0.0,0.0
0.3826086956521739,0.0,0.0,0.0
0.3739130434782609,0.0,0.0,0.0
0.3739130434782609,0.23809523809523808,0.16666666666666666,0.14285714285714285
0.3739130434782609,0.2857142857142857,0.14285714285714285,0.14285714285714285
0.3739130434782609,0.0,0.0,0.0
0.3739130434782609,0.20634920634920634,0.11904761904761904,0.09523809523809523
0.3652173913043478,0.0,0.0,0.0
0.3652173913043478,0.0,0.0,0.0
0.3652173913043478,0.0,0.0,0.0
0.3565217391304348,0.25396825396825395,0.14285714285714285,0.14285714285714285
0.34782608695652173,0.0,0.0,0.0
0.34782608695652173,0.5238095238095238,0.47619047619047616,0.19047619047619047
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.20634920634920634,0.16666666666666666,0.09523809523809523
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3391304347826087,0.0,0.0,0.0
0.3217391304347826,0.0,0.0,0.0
0.3130434782608696,0.031746031746031744,0.0,0.0
0.3130434782608696,0.31746031746031744,0.3333333333333333,0.047619047619047616
0.28695652173913044,0.07936507936507936,0.0,0.047619047619047616
0.28695652173913044,0.4444444444444444,0.2857142857142857,0.14285714285714285
0.28695652173913044,0.23809523809523808,0.07142857142857142,0.047619047619047616
0.2782608695652174,0.06349206349206349,0.023809523809523808,0.0
0.26956521739130435,0.0,0.0,0.0
0.2608695652173913,0.38095238095238093,0.19047619047619047,0.19047619047619047
0.2608695652173913,0.2222222222222222,0.11904761904761904,0.047619047619047616
0.2608695652173913,0.0,0.0,0.0
0.25217391304347825,0.14285714285714285,0.09523809523809523,0.047619047619047616
0.25217391304347825,0.07936507936507936,0.047619047619047616,0.047619047619047616
0.25217391304347825,0.0,0.0,0.0
0.25217391304347825,0.09523809523809523,0.047619047619047616,0.047619047619047616
0.25217391304347825,0.0,0.0,0.0
0.23478260869565218,0.0,0.0,0.0
0.22608695652173913,0.0,0.0,0.0
0.22608695652173913,0.19047619047619047,0.09523809523809523,0.047619047619047616
0.22608695652173913,0.0,0.0,0.0
0.22608695652173913,0.0,0.0,0.0
0.21739130434782608,0.09523809523809523,0.047619047619047616,0.0
0.21739130434782608,0.1111111111111111,0.047619047619047616,0.047619047619047616
0.21739130434782608,0.23809523809523808,0.09523809523809523,0.14285714285714285
0.21739130434782608,0.06349206349206349,0.047619047619047616,0.0
0.21739130434782608,0.20634920634920634,0.09523809523809523,0.0
0.20869565217391303,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.2,0.09523809523809523,0.07142857142857142,0.09523809523809523
0.19130434782608696,0.31746031746031744,0.14285714285714285,0.09523809523809523
0.19130434782608696,0.0,0.0,0.0
0.19130434782608696,0.0,0.0,0.0
0.1826086956521739,0.031746031746031744,0.047619047619047616,0.0
0.1826086956521739,0.2857142857142857,0.14285714285714285,0.09523809523809523
0.1826086956521739,0.0,0.0,0.0
0.17391304347826086,0.0,0.0,0.0
0.17391304347826086,0.0,0.0,0.0
0.17391304347826086,0.0,0.0,0.0
0.17391304347826086,0.015873015873015872,0.0,0.0
0.17391304347826086,0.0,0.0,0.0
0.17391304347826086,0.19047619047619047,0.047619047619047616,0.047619047619047616
0.17391304347826086,0.0,0.0,0.0
0.16521739130434782,0.0,0.0,0.0
0.16521739130434782,0.23809523809523808,0.047619047619047616,0.09523809523809523
0.16521739130434782,0.1111111111111111,0.023809523809523808,0.047619047619047616
0.16521739130434782,0.1111111111111111,0.07142857142857142,0.047619047619047616
0.16521739130434782,0.31746031746031744,0.11904761904761904,0.19047619047619047
0.1565217391304348,0.5873015873015873,0.2857142857142857,0.14285714285714285
0.14782608695652175,0.0,0.0,0.0
0.14782608695652175,0.0,0.0,0.0
0.14782608695652175,0.0,0.0,0.0
0.14782608695652175,0.0,0.0,0.0
0.14782608695652175,0.2698412698412698,0.09523809523809523,0.047619047619047616
0.14782608695652175,0.12698412698412698,0.07142857142857142,0.0
0.1391304347826087,0.0,0.0,0.0
0.1391304347826087,0.1746031746031746,0.09523809523809523,0.0
0.1391304347826087,0.0,0.0,0.0
0.1391304347826087,0.4603174603174603,0.09523809523809523,0.047619047619047616
0.1391304347826087,0.0,0.0,0.0
0.13043478260869565,0.031746031746031744,0.0,0.0
0.13043478260869565,0.0,0.0,0.0
0.13043478260869565,0.3333333333333333,0.07142857142857142,0.14285714285714285
0.13043478260869565,0.12698412698412698,0.047619047619047616,0.0
0.13043478260869565,0.0,0.0,0.0
0.13043478260869565,0.14285714285714285,0.047619047619047616,0.047619047619047616
0.13043478260869565,0.047619047619047616,0.047619047619047616,0.0
0.13043478260869565,0.0,0.0,0.0
0.13043478260869565,0.0,0.0,0.0
0.12173913043478261,0.12698412698412698,0.047619047619047616,0.047619047619047616
0.12173913043478261,0.2698412698412698,0.047619047619047616,0.047619047619047616
0.12173913043478261,0.0,0.0,0.0
0.12173913043478261,0.0,0.0,0.0
0.12173913043478261,0.0,0.0,0.0
0.12173913043478261,0.0,0.0,0.0
0.11304347826086956,0.42857142857142855,0.14285714285714285,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.07936507936507936,0.023809523809523808,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.2222222222222222,0.023809523809523808,0.047619047619047616
0.11304347826086956,0.31746031746031744,0.07142857142857142,0.09523809523809523
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.11304347826086956,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.06349206349206349,0.0,0.14285714285714285
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.031746031746031744,0.023809523809523808,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.9682539682539683,0.3333333333333333,0.6190476190476191
0.10434782608695652,0.12698412698412698,0.047619047619047616,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.10434782608695652,0.0,0.0,0.0
0.09565217391304348,0.0,0.0,0.0
0.09565217391304348,0.07936507936507936,0.023809523809523808,0.047619047619047616
0.09565217391304348,0.0,0.0,0.0
0.09565217391304348,0.0,0.0,0.0
0.09565217391304348,0.2857142857142857,0.0,0.19047619047619047
0.08695652173913043,0.0,0.0,0.0
0.08695652173913043,0.0,0.0,0.0
0.08695652173913043,0.31746031746031744,0.023809523809523808,0.14285714285714285
0.08695652173913043,0.0,0.0,0.0
0.08695652173913043,0.49206349206349204,0.11904761904761904,0.047619047619047616
0.08695652173913043,0.0,0.0,0.0
0.08695652173913043,0.42857142857142855,0.09523809523809523,0.047619047619047616
0.08695652173913043,0.23809523809523808,0.07142857142857142,0.09523809523809523
0.08695652173913043,0.0,0.0,0.0
0.08695652173913043,0.12698412698412698,0.047619047619047616,0.0
0.0782608695652174,0.06349206349206349,0.0,0.047619047619047616
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.1746031746031746,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.031746031746031744,0.0,0.0
0.0782608695652174,0.25396825396825395,0.0,0.0
0.0782608695652174,0.0,0.0,0.0
0.0782608695652174,0.42857142857142855,0.07142857142857142,0.09523809523809523
0.0782608695652174,0.12698412698412698,0.0,0.047619047619047616
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.0,0.0,0.0
0.06956521739130435,0.15873015873015872,0.0,0.0
0.06956521739130435,0.2698412698412698,0.0,0.23809523809523808
0.06956521739130435,0.07936507936507936,0.0,0.047619047619047616
0.06086956521739131,0.0,0.0,0.0
0.06086956521739131,0.0,0.0,0.0
0.06086956521739131,0.0,0.0,0.0
0.06086956521739131,0.09523809523809523,0.047619047619047616,0.0
0.06086956521739131,0.0,0.0,0.0
0.06086956521739131,0.0,0.0,0.0
0.06086956521739131,0.1111111111111111,0.0,0.0
0.06086956521739131,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.07936507936507936,0.023809523809523808,0.09523809523809523
0.05217391304347826,0.2222222222222222,0.023809523809523808,0.14285714285714285
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.09523809523809523,0.0,0.047619047619047616
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
0.05217391304347826,0.0,0.0,0.0
