strength,attractive,existing_edge_reusing,new_edge_1,new_edge_2
0.6732673267326733,0.14705882352941177,0.2037037037037037,0.13043478260869565,0.043478260869565216
0.6831683168316832,0.24509803921568626,0.37037037037037035,0.17391304347826086,0.043478260869565216
0.48514851485148514,0.49019607843137253,0.48148148148148145,0.5217391304347826,0.4782608695652174
0.693069306930693,0.7352941176470589,1.0,0.6086956521739131,0.21739130434782608
0.6996699669966997,0.8529411764705882,0.9259259259259259,0.7391304347826086,0.5652173913043478
0.44884488448844884,0.47058823529411764,0.5925925925925926,0.391304347826087,0.13043478260869565
0.3333333333333333,0.12745098039215685,0.07407407407407407,0.13043478260869565,0.21739130434782608
0.6237623762376238,0.8529411764705882,0.8888888888888888,0.7391304347826086,0.5652173913043478
1.0,1.0,0.9444444444444444,0.8695652173913043,0.17391304347826086
0.32673267326732675,0.3235294117647059,0.12962962962962962,0.6086956521739131,0.34782608695652173
0.8646864686468647,0.22549019607843138,0.16666666666666666,0.08695652173913043,0.0
1.0,0.5490196078431373,0.3333333333333333,0.5217391304347826,0.34782608695652173
0.41914191419141916,0.3235294117647059,0.14814814814814814,0.391304347826087,0.17391304347826086
0.28052805280528054,0.12745098039215685,0.018518518518518517,0.17391304347826086,0.21739130434782608
0.2508250825082508,0.3627450980392157,0.05555555555555555,0.782608695652174,0.2608695652173913
0.24092409240924093,0.0,0.0,0.0,0.0
0.21782178217821782,0.22549019607843138,0.05555555555555555,0.43478260869565216,0.391304347826087
0.7491749174917491,0.18627450980392157,0.12962962962962962,0.17391304347826086,0.13043478260869565
0.47194719471947194,0.4215686274509804,0.16666666666666666,0.34782608695652173,0.43478260869565216
0.19471947194719472,0.0,0.0,0.0,0.0
0.17491749174917492,0.0,0.0,0.0,0.0
0.5577557755775577,0.17647058823529413,0.05555555555555555,0.08695652173913043,0.0
0.18811881188118812,0.2647058823529412,0.09259259259259259,0.391304347826087,0.30434782608695654
0.19141914191419143,0.00980392156862745,0.0,0.0,0.043478260869565216
0.3465346534653465,0.12745098039215685,0.1111111111111111,0.08695652173913043,0.08695652173913043
0.3564356435643564,0.8235294117647058,0.35185185185185186,1.0,0.4782608695652174
0.21782178217821782,0.27450980392156865,0.05555555555555555,0.30434782608695654,0.2608695652173913
0.16831683168316833,0.0,0.0,0.0,0.0
0.18811881188118812,0.0,0.0,0.0,0.0
0.29042904290429045,0.0392156862745098,0.018518518518518517,0.0,0.0
0.1617161716171617,0.00980392156862745,0.0,0.0,0.0
0.17491749174917492,0.0,0.0,0.0,0.0
0.1617161716171617,0.0392156862745098,0.0,0.0,0.13043478260869565
0.7194719471947195,0.08823529411764706,0.05555555555555555,0.043478260869565216,0.043478260869565216
0.30363036303630364,0.0,0.0,0.0,0.0
0.15841584158415842,0.12745098039215685,0.018518518518518517,0.13043478260869565,0.0
0.1551155115511551,0.16666666666666666,0.05555555555555555,0.17391304347826086,0.21739130434782608
0.16831683168316833,0.0,0.0,0.0,0.0
0.14521452145214522,0.0,0.0,0.0,0.0
0.1485148514851485,0.0,0.0,0.0,0.0
0.14521452145214522,0.0,0.0,0.0,0.0
0.13861386138613863,0.0,0.0,0.0,0.0
0.1419141914191419,0.06862745098039216,0.018518518518518517,0.043478260869565216,0.08695652173913043
0.1419141914191419,0.0,0.0,0.0,0.0
0.1716171617161716,0.0392156862745098,0.018518518518518517,0.043478260869565216,0.08695652173913043
0.16501650165016502,0.35294117647058826,0.037037037037037035,0.4782608695652174,0.08695652173913043
0.1419141914191419,0.0,0.0,0.0,0.0
0.12871287128712872,0.0,0.0,0.0,0.0
0.16501650165016502,0.20588235294117646,0.037037037037037035,0.2608695652173913,0.30434782608695654
0.12871287128712872,0.0,0.0,0.0,0.0
0.30363036303630364,0.37254901960784315,0.09259259259259259,0.34782608695652173,0.30434782608695654
0.12871287128712872,0.0,0.0,0.0,0.0
0.13861386138613863,0.0,0.0,0.0,0.0
0.12871287128712872,0.14705882352941177,0.0,0.13043478260869565,0.2608695652173913
0.1353135313531353,0.0392156862745098,0.0,0.0,0.0
0.12871287128712872,0.0,0.0,0.0,0.0
0.12871287128712872,0.0,0.0,0.0,0.0
0.12871287128712872,0.0,0.0,0.0,0.0
0.12871287128712872,0.0,0.0,0.0,0.0
0.17491749174917492,0.058823529411764705,0.018518518518518517,0.08695652173913043,0.043478260869565216
0.19471947194719472,0.0784313725490196,0.018518518518518517,0.08695652173913043,0.043478260869565216
0.15841584158415842,0.4803921568627451,0.037037037037037035,0.8695652173913043,0.43478260869565216
0.12871287128712872,0.0,0.0,0.0,0.0
0.37623762376237624,0.22549019607843138,0.018518518518518517,0.17391304347826086,0.17391304347826086
0.10891089108910891,0.24509803921568626,0.09259259259259259,0.2608695652173913,0.391304347826087
0.1254125412541254,0.0,0.0,0.0,0.0
0.10891089108910891,0.13725490196078433,0.0,0.08695652173913043,0.043478260869565216
0.10231023102310231,0.00980392156862745,0.0,0.0,0.0
0.10561056105610561,0.17647058823529413,0.09259259259259259,0.21739130434782608,0.08695652173913043
0.09900990099009901,0.10784313725490197,0.0,0.17391304347826086,0.13043478260869565
0.0924092409240924,0.6862745098039216,0.1111111111111111,0.7391304347826086,1.0
0.17491749174917492,0.2647058823529412,0.0,0.30434782608695654,0.17391304347826086
0.09900990099009901,0.8137254901960784,0.05555555555555555,0.8695652173913043,0.9130434782608695
0.1188118811881188,0.0,0.0,0.0,0.0
0.10231023102310231,0.9019607843137255,0.1111111111111111,0.8695652173913043,0.782608695652174
0.1617161716171617,0.14705882352941177,0.05555555555555555,0.0,0.21739130434782608
0.1188118811881188,0.11764705882352941,0.0,0.13043478260869565,0.17391304347826086
0.09900990099009901,0.23529411764705882,0.018518518518518517,0.043478260869565216,0.391304347826087
0.0891089108910891,0.06862745098039216,0.0,0.08695652173913043,0.08695652173913043
0.07920792079207921,0.0,0.0,0.0,0.0
0.07590759075907591,0.0,0.0,0.0,0.0
0.06930693069306931,0.0,0.0,0.0,0.0
0.06930693069306931,0.0784313725490196,0.0,0.13043478260869565,0.08695652173913043
0.06930693069306931,0.0,0.0,0.0,0.0
0.066006600660066,0.0,0.0,0.0,0.0
0.066006600660066,0.0,0.0,0.0,0.0
0.066006600660066,0.06862745098039216,0.0,0.08695652173913043,0.043478260869565216
0.066006600660066,0.0,0.0,0.0,0.0
0.066006600660066,0.029411764705882353,0.0,0.08695652173913043,0.043478260869565216
0.10891089108910891,0.16666666666666666,0.0,0.17391304347826086,0.21739130434782608
0.066006600660066,0.21568627450980393,0.0,0.4782608695652174,0.30434782608695654
0.066006600660066,0.0,0.0,0.0,0.0
0.066006600660066,0.0,0.0,0.0,0.0
0.06930693069306931,0.049019607843137254,0.0,0.08695652173913043,0.043478260869565216
0.06930693069306931,0.20588235294117646,0.0,0.043478260869565216,0.08695652173913043
0.0594059405940594,0.10784313725490197,0.0,0.08695652173913043,0.0
0.056105610561056105,0.0,0.0,0.0,0.0
0.056105610561056105,0.0,0.0,0.0,0.0
0.056105610561056105,0.09803921568627451,0.0,0.0,0.2608695652173913
0.07590759075907591,0.0,0.0,0.0,0.0
0.0627062706270627,0.43137254901960786,0.0,0.34782608695652173,0.7391304347826086
0.0627062706270627,0.12745098039215685,0.018518518518518517,0.043478260869565216,0.21739130434782608
0.04950495049504951,0.0196078431372549,0.0,0.043478260869565216,0.0
0.04950495049504951,0.0,0.0,0.0,0.0
0.04950495049504951,0.0,0.0,0.0,0.0
0.04950495049504951,0.0,0.0,0.0,0.0
0.07260726072607261,0.11764705882352941,0.0,0.043478260869565216,0.08695652173913043
0.04950495049504951,0.058823529411764705,0.0,0.043478260869565216,0.043478260869565216
0.052805280528052806,0.5294117647058824,0.0,0.6086956521739131,0.34782608695652173
0.052805280528052806,0.21568627450980393,0.0,0.30434782608695654,0.30434782608695654
0.0429042904290429,0.0,0.0,0.0,0.0
0.0429042904290429,0.0,0.0,0.0,0.0
0.0429042904290429,0.00980392156862745,0.0,0.0,0.0
0.0429042904290429,0.0392156862745098,0.0,0.0,0.0
0.0429042904290429,0.0,0.0,0.0,0.0
0.0429042904290429,0.0,0.0,0.0,0.0
0.0924092409240924,0.00980392156862745,0.0,0.0,0.043478260869565216
0.0429042904290429,0.0,0.0,0.0,0.0
0.0429042904290429,0.0,0.0,0.0,0.0
0.07260726072607261,0.6372549019607843,0.0,0.4782608695652174,0.5217391304347826
0.0429042904290429,0.0,0.0,0.0,0.0
0.0627062706270627,0.14705882352941177,0.0,0.0,0.0
0.039603960396039604,0.0,0.0,0.0,0.0
0.039603960396039604,0.0,0.0,0.0,0.0
0.039603960396039604,0.2549019607843137,0.037037037037037035,0.17391304347826086,0.21739130434782608
0.052805280528052806,0.0,0.0,0.0,0.0
0.039603960396039604,0.0,0.0,0.0,0.0
0.039603960396039604,0.0392156862745098,0.0,0.043478260869565216,0.043478260869565216
0.039603960396039604,0.0,0.0,0.0,0.0
0.052805280528052806,0.0,0.0,0.0,0.0
0.039603960396039604,0.11764705882352941,0.0,0.08695652173913043,0.13043478260869565
0.039603960396039604,0.0,0.0,0.0,0.0
0.036303630363036306,0.0392156862745098,0.0,0.08695652173913043,0.08695652173913043
0.039603960396039604,0.0,0.0,0.0,0.0
0.036303630363036306,0.0,0.0,0.0,0.0
0.036303630363036306,0.0,0.0,0.0,0.0
0.039603960396039604,0.049019607843137254,0.037037037037037035,0.0,0.043478260869565216
0.033003300330033,0.0,0.0,0.0,0.0
0.033003300330033,0.0,0.0,0.0,0.0
